A1,A2,B1,B2,B3,class
0,8000,64660,7,1727,1
0,64660,8000,6,579,1
0,8000,64662,7,702,1
0,64662,8000,6,586,1
0,8000,64661,7,556,1
0,64661,8000,6,515,1
0,8000,49344,7,561,1
0,49344,8000,6,589,1
0,8000,49345,7,1727,1
0,49345,8000,6,579,1
0,8000,49346,7,702,1
0,49346,8000,6,586,1
0,8000,49347,7,556,1
0,49347,8000,6,515,1
0,8000,50388,7,561,1
0,50388,8000,6,589,1
0,8000,51431,7,702,1
0,51431,8000,6,586,1
0,8000,51430,7,556,1
0,51430,8000,6,515,1
135,8000,51432,2,92,1
135,51432,8000,4,190,1
0,8000,52467,7,1727,1
0,52467,8000,6,579,1
0,8000,52468,7,702,1
0,52468,8000,6,586,1
0,8000,52469,7,556,1
0,52469,8000,5,469,1
0,8000,53509,7,1727,1
0,53509,8000,6,579,1
0,8000,53510,7,702,1
0,53510,8000,6,586,1
0,8000,53511,7,556,1
0,53511,8000,5,469,1
135,8000,53512,2,92,1
135,53512,8000,4,190,1
0,8000,54551,7,1727,1
0,54551,8000,6,579,1
0,8000,54552,7,702,1
0,54552,8000,6,586,1
0,8000,54553,7,556,1
0,54553,8000,6,515,1
135,8000,54554,2,92,1
135,54554,8000,4,190,1
0,8000,55591,7,702,1
0,55591,8000,5,540,1
0,8000,55592,7,556,1
0,55592,8000,6,515,1
0,8000,56630,7,561,1
0,56630,8000,6,589,1
0,8000,56631,7,1728,1
0,56631,8000,6,579,1
0,8000,56632,7,702,1
0,56632,8000,6,586,1
0,8000,56633,7,556,1
0,56633,8000,6,515,1
0,8000,57671,7,561,1
0,57671,8000,6,589,1
0,8000,57672,7,1728,1
0,57672,8000,6,579,1
0,8000,57673,7,702,1
0,57673,8000,6,586,1
0,8000,57674,7,556,1
0,57674,8000,6,515,1
0,8000,58711,7,561,1
0,58711,8000,6,589,1
0,8000,58712,7,1728,1
0,58712,8000,6,579,1
0,8000,58713,7,702,1
0,58713,8000,6,586,1
0,8000,58714,7,556,1
0,58714,8000,6,515,1
0,8000,59747,7,561,1
0,59747,8000,6,589,1
0,8000,59748,7,1728,1
0,59748,8000,6,579,1
0,8000,60785,7,561,1
0,60785,8000,6,589,1
0,8000,60786,7,1728,1
0,60786,8000,6,579,1
0,8000,60787,7,702,1
0,60787,8000,6,586,1
0,8000,60788,7,556,1
0,60788,8000,6,515,1
0,8000,61845,7,561,1
0,61845,8000,6,589,1
0,8000,61846,7,1728,1
0,61846,8000,6,579,1
0,8000,61847,7,702,1
0,61847,8000,6,586,1
0,8000,61848,7,556,1
0,61848,8000,6,515,1
0,8000,62940,7,561,1
0,62940,8000,6,589,1
0,8000,62941,7,1727,1
0,62941,8000,6,579,1
0,8000,62942,7,702,1
0,62942,8000,6,586,1
0,8000,62943,7,556,1
0,62943,8000,6,515,1
0,8000,51510,7,561,1
0,51510,8000,6,589,1
0,8000,51511,7,1728,1
0,51511,8000,6,579,1
0,8000,51512,7,702,1
0,51512,8000,6,586,1
0,8000,51513,7,556,1
0,51513,8000,6,515,1
0,8000,52751,7,561,1
0,52751,8000,6,589,1
0,8000,52752,7,1726,1
0,52752,8000,6,579,1
0,8000,52753,7,702,1
0,52753,8000,6,586,1
0,8000,52754,7,556,1
0,52754,8000,6,515,1
0,8000,53806,7,561,1
0,53806,8000,6,589,1
0,8000,53807,7,1727,1
0,53807,8000,6,579,1
0,8000,53808,7,702,1
0,53808,8000,6,586,1
0,8000,53809,7,556,1
0,53809,8000,6,515,1
0,8000,57185,7,561,1
0,57185,8000,6,589,1
0,8000,57186,7,1727,1
0,57186,8000,6,579,1
0,8000,57187,7,702,1
0,57187,8000,6,586,1
0,8000,57188,7,556,1
0,57188,8000,6,515,1
0,8000,60629,7,561,1
0,60629,8000,6,589,1
0,8000,60630,7,1728,1
0,60630,8000,6,579,1
0,8000,60631,7,702,1
0,60631,8000,6,586,1
0,8000,60632,7,556,1
0,60632,8000,6,515,1
0,8000,61682,7,561,1
0,61682,8000,6,589,1
0,8000,61683,7,1724,1
0,61683,8000,6,579,1
0,8000,61684,7,702,1
0,61684,8000,6,586,1
0,8000,61685,7,556,1
0,61685,8000,6,515,1
0,8000,65356,7,561,1
0,65356,8000,6,589,1
0,8000,65357,7,1725,1
0,65357,8000,6,579,1
0,8000,65358,7,702,1
0,65358,8000,7,638,1
0,8000,65359,7,556,1
0,65359,8000,6,515,1
0,10059,23,1,46,0
0,23,10059,1,40,0
0,8000,53193,7,702,1
0,53193,8000,6,586,1
0,8000,53194,7,556,1
0,53194,8000,6,515,1
81,26738,22,4,267,0
81,22,26738,10,6630,0
3,38918,33435,4,184,0
30,56391,80,1,46,0
30,80,56391,6,264,0
0,8000,61542,7,1728,1
0,61542,8000,6,579,1
0,8000,61543,7,702,1
0,61543,8000,6,586,1
0,8000,61544,7,556,1
0,61544,8000,6,515,1
0,8000,50389,7,556,1
0,50389,8000,6,515,1
0,8000,50390,7,1727,1
0,50390,8000,6,579,1
0,8000,50391,7,702,1
0,50391,8000,6,586,1
0,8000,59749,7,702,1
0,59749,8000,6,586,1
0,8000,59750,7,556,1
0,59750,8000,6,515,1
0,5900,30581,1,40,0
0,30581,5900,1,48,0
0,23,36305,1,40,0
0,36305,23,1,46,0
20,22,10367,26,3745,0
20,10367,22,24,2883,0
0,8000,61568,7,702,1
0,61568,8000,6,586,1
0,8000,61569,7,556,1
0,61569,8000,6,515,1
19,49954,22,24,2900,0
19,22,49954,26,3745,0
0,8000,51643,7,561,1
0,51643,8000,6,589,1
0,8000,51644,7,556,1
0,51644,8000,6,515,1
0,8000,51645,7,702,1
0,51645,8000,6,586,1
0,8000,55418,7,561,1
0,55418,8000,6,589,1
0,8000,55419,7,702,1
0,55419,8000,6,586,1
0,8000,55420,7,556,1
0,55420,8000,6,515,1
0,8000,59345,7,561,1
0,59345,8000,6,589,1
0,8000,59346,7,702,1
0,59346,8000,6,586,1
0,8000,59347,7,556,1
0,59347,8000,6,515,1
0,8000,62259,7,561,1
0,62259,8000,6,589,1
0,8000,62260,7,702,1
0,62260,8000,6,586,1
0,8000,62261,7,556,1
0,62261,8000,6,515,1
0,8000,50412,7,561,1
0,50412,8000,7,641,1
0,8000,50413,7,702,1
0,50413,8000,6,586,1
0,8000,50414,7,556,1
0,50414,8000,6,515,1
0,8000,51546,7,561,1
0,51546,8000,5,543,1
0,8000,51547,7,702,1
0,51547,8000,6,586,1
0,8000,51548,7,556,1
0,51548,8000,6,515,1
0,8000,55664,7,561,1
0,55664,8000,6,589,1
0,8000,55665,7,702,1
0,55665,8000,6,586,1
0,8000,55666,7,556,1
0,55666,8000,5,469,1
0,8000,58809,7,561,1
0,58809,8000,6,589,1
0,8000,58810,7,702,1
0,58810,8000,6,586,1
0,8000,58811,7,556,1
0,58811,8000,6,515,1
0,8000,59841,7,561,1
0,59841,8000,6,589,1
0,8000,59842,7,702,1
0,59842,8000,6,586,1
0,8000,59843,7,556,1
0,59843,8000,6,515,1
0,8000,60867,7,561,1
0,60867,8000,6,589,1
0,8000,60869,7,702,1
0,60869,8000,6,586,1
0,8000,60868,7,556,1
0,60868,8000,6,515,1
0,8000,61893,7,561,1
0,61893,8000,6,589,1
0,8000,61894,7,702,1
0,61894,8000,6,586,1
0,8000,61895,7,556,1
0,61895,8000,6,515,1
0,8000,62921,7,561,1
0,62921,8000,6,589,1
0,8000,62922,7,556,1
0,62922,8000,6,515,1
0,8000,62923,7,702,1
0,62923,8000,6,586,1
0,8000,63950,7,702,1
0,63950,8000,6,586,1
0,8000,63951,7,561,1
0,63951,8000,6,589,1
0,8000,63952,7,556,1
0,63952,8000,6,515,1
0,8000,64976,7,561,1
0,64976,8000,6,589,1
0,8000,64977,7,702,1
0,64977,8000,6,586,1
0,8000,64978,7,556,1
0,64978,8000,6,515,1
0,8000,49647,7,561,1
0,49647,8000,6,589,1
0,8000,49648,7,702,1
0,49648,8000,6,586,1
0,8000,49649,7,556,1
0,49649,8000,6,515,1
0,8000,50679,7,561,1
0,50679,8000,6,589,1
0,8000,50680,7,702,1
0,50680,8000,6,586,1
0,8000,50681,7,556,1
0,50681,8000,6,515,1
0,8000,51712,7,561,1
0,51712,8000,6,589,1
0,8000,51713,7,556,1
0,51713,8000,6,515,1
0,8000,51714,7,702,1
0,51714,8000,6,586,1
0,8000,52740,7,561,1
0,52740,8000,6,589,1
0,8000,52741,7,702,1
0,52741,8000,6,586,1
0,8000,52742,7,556,1
0,52742,8000,6,515,1
0,8000,53766,7,561,1
0,53766,8000,6,589,1
0,8000,53767,7,702,1
0,53767,8000,6,586,1
0,8000,53768,7,556,1
0,53768,8000,6,515,1
0,8000,54794,7,561,1
0,54794,8000,6,589,1
0,8000,54795,7,702,1
0,54795,8000,6,586,1
0,8000,54796,7,556,1
0,54796,8000,6,515,1
0,8000,55820,7,702,1
0,55820,8000,6,586,1
0,8000,55821,7,561,1
0,55821,8000,6,589,1
0,8000,55822,7,556,1
0,55822,8000,6,515,1
0,8000,57512,7,556,1
0,57512,8000,7,567,1
0,8000,57513,7,561,1
0,57513,8000,6,589,1
0,8000,57514,7,702,1
0,57514,8000,6,586,1
0,8000,58608,7,561,1
0,58608,8000,5,543,1
0,8000,58609,7,702,1
0,58609,8000,6,586,1
0,8000,58610,7,556,1
0,58610,8000,6,515,1
0,8000,59634,7,561,1
0,59634,8000,6,589,1
0,8000,59635,7,702,1
0,59635,8000,6,586,1
0,8000,59636,7,556,1
0,59636,8000,6,515,1
0,8000,60666,7,561,1
0,60666,8000,6,589,1
0,8000,60667,7,702,1
0,60667,8000,6,586,1
0,8000,60668,7,556,1
0,60668,8000,6,515,1
0,8000,61754,7,702,1
0,61754,8000,6,586,1
0,8000,61755,7,561,1
0,61755,8000,6,589,1
0,8000,61756,7,556,1
0,61756,8000,6,515,1
0,8000,62780,7,561,1
0,62780,8000,6,589,1
0,8000,62781,7,702,1
0,62781,8000,6,586,1
0,8000,62782,7,556,1
0,62782,8000,5,469,1
0,8000,63842,7,561,1
0,63842,8000,6,589,1
0,8000,64903,7,561,1
0,64903,8000,6,589,1
0,8000,64904,7,702,1
0,64904,8000,6,586,1
0,8000,64905,7,556,1
0,64905,8000,6,515,1
0,8000,50804,7,561,1
0,50804,8000,6,589,1
0,8000,50805,7,702,1
0,50805,8000,6,586,1
0,8000,50806,7,556,1
0,50806,8000,6,515,1
0,8000,58678,7,561,1
0,58678,8000,6,589,1
0,8000,58679,7,702,1
0,58679,8000,6,586,1
0,8000,58680,7,556,1
0,58680,8000,6,515,1
0,8000,59709,7,702,1
0,59709,8000,5,540,1
0,8000,59708,7,561,1
0,59708,8000,6,589,1
0,8000,59710,7,556,1
0,59710,8000,5,469,1
0,8000,60736,7,561,1
0,60736,8000,6,589,1
0,8000,60737,7,702,1
0,60737,8000,6,586,1
0,8000,60738,7,556,1
0,60738,8000,6,515,1
0,8000,61766,7,561,1
0,61766,8000,6,589,1
0,8000,61768,7,556,1
0,61768,8000,6,515,1
0,8000,61767,7,702,1
0,61767,8000,6,586,1
0,8000,62798,7,561,1
0,62798,8000,6,589,1
0,8000,62799,7,702,1
0,62799,8000,6,586,1
0,8000,62800,7,556,1
0,62800,8000,6,515,1
0,8000,63828,7,561,1
0,63828,8000,6,589,1
0,8000,63829,7,702,1
0,63829,8000,6,586,1
0,8000,63830,7,556,1
0,63830,8000,6,515,1
0,8000,64858,7,561,1
0,64858,8000,6,589,1
0,8000,64859,7,702,1
0,64859,8000,6,586,1
0,8000,64860,7,556,1
0,64860,8000,6,515,1
0,8000,49538,7,702,1
0,49538,8000,6,586,1
0,8000,49539,7,561,1
0,49539,8000,6,589,1
0,8000,49540,7,556,1
0,49540,8000,6,515,1
0,8000,50569,7,561,1
0,50569,8000,6,589,1
0,8000,50568,7,702,1
0,50568,8000,6,586,1
0,8000,50570,7,556,1
0,50570,8000,6,515,1
0,8000,51607,7,561,1
0,51607,8000,6,589,1
0,8000,51608,7,702,1
0,51608,8000,6,586,1
0,8000,51609,7,556,1
0,51609,8000,6,515,1
0,8000,52643,7,561,1
0,52643,8000,6,589,1
0,8000,52645,7,556,1
0,52645,8000,6,515,1
0,8000,52644,7,702,1
0,52644,8000,6,586,1
0,8000,53674,7,561,1
0,53674,8000,6,589,1
0,8000,53675,7,702,1
0,53675,8000,6,586,1
0,8000,53676,7,556,1
0,53676,8000,5,469,1
0,8000,54706,7,561,1
0,54706,8000,6,589,1
0,8000,54707,7,702,1
0,54707,8000,6,586,1
0,8000,54708,7,556,1
0,54708,8000,6,515,1
0,8000,55736,7,702,1
0,55736,8000,6,586,1
0,8000,55737,7,561,1
0,55737,8000,6,589,1
0,8000,55738,7,556,1
0,55738,8000,6,515,1
0,8000,56766,7,561,1
0,56766,8000,6,589,1
0,8000,56768,7,556,1
0,56768,8000,6,515,1
0,8000,56767,7,702,1
0,56767,8000,6,586,1
0,8000,57796,7,561,1
0,57796,8000,6,589,1
0,8000,57797,7,556,1
0,57797,8000,6,515,1
0,8000,57798,7,702,1
0,57798,8000,6,586,1
0,8000,58826,7,561,1
0,58826,8000,6,589,1
0,8000,58827,7,702,1
0,58827,8000,6,586,1
0,8000,58828,7,556,1
0,58828,8000,6,515,1
0,8000,59856,7,702,1
0,59856,8000,6,586,1
0,8000,59857,7,556,1
0,59857,8000,6,515,1
0,8000,59858,7,561,1
0,59858,8000,6,589,1
0,8000,60891,7,702,1
0,60891,8000,6,586,1
0,8000,60892,7,561,1
0,60892,8000,6,589,1
0,8000,60893,7,556,1
0,60893,8000,5,469,1
0,8000,61921,7,561,1
0,61921,8000,6,589,1
0,8000,61922,7,702,1
0,61922,8000,6,586,1
0,8000,61923,7,556,1
0,61923,8000,6,515,1
0,8000,62953,7,561,1
0,62953,8000,6,589,1
0,8000,62954,7,702,1
0,62954,8000,6,586,1
0,8000,62955,7,556,1
0,62955,8000,6,515,1
0,8000,63984,7,561,1
0,63984,8000,6,589,1
0,8000,63983,7,702,1
0,63983,8000,6,586,1
0,8000,63985,7,556,1
0,63985,8000,6,515,1
0,8000,65013,7,702,1
0,65013,8000,6,586,1
0,8000,65014,7,561,1
0,65014,8000,6,589,1
0,8000,65015,7,556,1
0,65015,8000,5,469,1
0,8000,49690,7,556,1
0,49690,8000,6,515,1
0,8000,49691,7,561,1
0,49691,8000,6,589,1
0,8000,49692,7,702,1
0,49692,8000,6,586,1
0,8000,50720,7,561,1
0,50720,8000,6,589,1
0,8000,50721,7,702,1
0,50721,8000,6,586,1
0,8000,50722,7,556,1
0,50722,8000,6,515,1
0,8000,51753,7,561,1
0,51753,8000,6,589,1
0,8000,51754,7,702,1
0,51754,8000,6,586,1
0,8000,51755,7,556,1
0,51755,8000,6,515,1
0,8000,52788,7,561,1
0,52788,8000,5,543,1
0,8000,52787,7,702,1
0,52787,8000,6,586,1
0,8000,52789,7,556,1
0,52789,8000,5,469,1
0,8000,53817,7,561,1
0,53817,8000,6,589,1
0,8000,53818,7,702,1
0,53818,8000,6,586,1
0,8000,53819,7,556,1
0,53819,8000,6,515,1
0,8000,54849,7,702,1
0,54849,8000,6,586,1
0,8000,54850,7,556,1
0,54850,8000,6,515,1
0,8000,54851,7,561,1
0,54851,8000,6,589,1
0,8000,55880,7,556,1
0,55880,8000,6,515,1
0,8000,55879,7,702,1
0,55879,8000,6,586,1
0,8000,55881,7,561,1
0,55881,8000,6,589,1
0,8000,56909,7,561,1
0,56909,8000,6,589,1
0,8000,56910,7,702,1
0,56910,8000,6,586,1
0,8000,56911,7,556,1
0,56911,8000,6,515,1
0,8000,57940,7,702,1
0,57940,8000,6,586,1
0,8000,57939,7,556,1
0,57939,8000,5,469,1
0,8000,57941,7,561,1
0,57941,8000,6,589,1
0,8000,58972,7,702,1
0,58972,8000,6,586,1
0,8000,58973,7,556,1
0,58973,8000,6,515,1
0,8000,58974,7,561,1
0,58974,8000,6,589,1
0,8000,60007,7,702,1
0,60007,8000,6,586,1
0,8000,60008,7,556,1
0,60008,8000,6,515,1
0,8000,60009,7,561,1
0,60009,8000,6,589,1
0,8000,61037,7,702,1
0,61037,8000,6,586,1
0,8000,61038,7,556,1
0,61038,8000,6,515,1
0,8000,61039,7,561,1
0,61039,8000,6,589,1
0,8000,62074,7,702,1
0,62074,8000,6,586,1
0,8000,62075,7,556,1
0,62075,8000,6,515,1
0,8000,62076,7,561,1
0,62076,8000,6,589,1
0,8000,63107,7,702,1
0,63107,8000,6,586,1
0,8000,63106,7,556,1
0,63106,8000,6,515,1
0,8000,63108,7,561,1
0,63108,8000,6,589,1
0,8000,64141,7,702,1
0,64141,8000,6,586,1
0,8000,64140,7,556,1
0,64140,8000,6,515,1
0,8000,64142,7,561,1
0,64142,8000,6,589,1
0,8000,65171,7,702,1
0,65171,8000,6,586,1
0,8000,65170,7,556,1
0,65170,8000,6,515,1
0,8000,65172,7,561,1
0,65172,8000,6,589,1
0,8000,49847,7,702,1
0,49847,8000,5,540,1
0,8000,49848,7,556,1
0,49848,8000,6,515,1
0,8000,49849,7,561,1
0,49849,8000,6,589,1
0,8000,50877,7,702,1
0,50877,8000,6,586,1
0,8000,50878,7,556,1
0,50878,8000,6,515,1
0,8000,50879,7,561,1
0,50879,8000,6,589,1
0,8000,51920,7,702,1
0,51920,8000,6,586,1
0,8000,51921,7,556,1
0,51921,8000,6,515,1
0,8000,51922,7,561,1
0,51922,8000,6,589,1
0,8000,52968,7,702,1
0,52968,8000,6,586,1
0,8000,52967,7,556,1
0,52967,8000,6,515,1
0,8000,52969,7,561,1
0,52969,8000,6,589,1
0,8000,54023,7,556,1
0,54023,8000,6,515,1
0,8000,54024,7,702,1
0,54024,8000,6,586,1
0,8000,54025,7,561,1
0,54025,8000,6,589,1
0,8000,55053,7,702,1
0,55053,8000,6,586,1
0,8000,55054,7,556,1
0,55054,8000,6,515,1
0,8000,55055,7,561,1
0,55055,8000,6,589,1
0,8000,56083,7,702,1
0,56083,8000,6,586,1
0,8000,56084,7,556,1
0,56084,8000,6,515,1
0,8000,56085,7,561,1
0,56085,8000,6,589,1
0,8000,57151,7,702,1
0,57151,8000,6,586,1
0,8000,57152,7,556,1
0,57152,8000,6,515,1
0,8000,57153,7,561,1
0,57153,8000,6,589,1
0,8000,58193,7,702,1
0,58193,8000,6,586,1
0,8000,58194,7,556,1
0,58194,8000,6,515,1
0,8000,58195,7,561,1
0,58195,8000,6,589,1
0,8000,59223,7,702,1
0,59223,8000,6,586,1
0,8000,59224,7,556,1
0,59224,8000,6,515,1
0,8000,59225,7,561,1
0,59225,8000,6,589,1
0,8000,60254,7,556,1
0,60254,8000,6,515,1
0,8000,60253,7,702,1
0,60253,8000,6,586,1
0,8000,60255,7,561,1
0,60255,8000,6,589,1
0,8000,61285,7,702,1
0,61285,8000,6,586,1
0,8000,61286,7,556,1
0,61286,8000,6,515,1
0,8000,61287,7,561,1
0,61287,8000,6,589,1
0,8000,62316,7,556,1
0,62316,8000,6,515,1
0,8000,62315,7,702,1
0,62315,8000,6,586,1
0,8000,62317,7,561,1
0,62317,8000,6,589,1
0,8000,63346,7,556,1
0,63346,8000,6,515,1
0,8000,63345,7,702,1
0,63345,8000,6,586,1
0,8000,63347,7,561,1
0,63347,8000,6,589,1
0,8000,64375,7,702,1
0,64375,8000,6,586,1
0,8000,64376,7,556,1
0,64376,8000,6,515,1
0,8000,64377,7,561,1
0,64377,8000,6,589,1
0,8000,65405,7,702,1
0,65405,8000,6,586,1
0,8000,65406,7,556,1
0,65406,8000,6,515,1
0,8000,65407,7,561,1
0,65407,8000,6,589,1
0,8000,50088,7,556,1
0,50088,8000,6,515,1
0,8000,50087,7,702,1
0,50087,8000,6,586,1
0,8000,50089,7,561,1
0,50089,8000,6,589,1
0,8000,51120,7,556,1
0,51120,8000,6,515,1
0,8000,51119,7,702,1
0,51119,8000,6,586,1
0,8000,51121,7,561,1
0,51121,8000,6,589,1
0,8000,52156,7,702,1
0,52156,8000,6,586,1
0,8000,52157,7,556,1
0,52157,8000,6,515,1
0,8000,52158,7,561,1
0,52158,8000,6,589,1
0,8000,53191,7,556,1
0,53191,8000,6,515,1
0,8000,53190,7,702,1
0,53190,8000,6,586,1
0,8000,53192,7,561,1
0,53192,8000,6,589,1
0,8000,54225,7,702,1
0,54225,8000,6,586,1
0,8000,54226,7,556,1
0,54226,8000,6,515,1
0,8000,54227,7,561,1
0,54227,8000,6,589,1
0,8000,55255,7,702,1
0,55255,8000,6,586,1
0,8000,55256,7,556,1
0,55256,8000,6,515,1
0,8000,55257,7,561,1
0,55257,8000,6,589,1
0,8000,56285,7,702,1
0,56285,8000,6,586,1
0,8000,56286,7,556,1
0,56286,8000,6,515,1
0,8000,56287,7,561,1
0,56287,8000,6,589,1
0,8000,57303,7,702,1
0,57303,8000,6,586,1
0,8000,57304,7,556,1
0,57304,8000,6,515,1
0,8000,57305,7,561,1
0,57305,8000,6,589,1
135,8000,57306,3,132,1
135,57306,8000,4,190,1
135,8000,57307,3,132,1
135,57307,8000,4,190,1
0,8000,61081,7,702,1
0,61081,8000,6,586,1
0,8000,61082,7,556,1
0,61082,8000,6,515,1
0,8000,61083,7,561,1
0,61083,8000,6,589,1
135,8000,61084,3,132,1
135,61084,8000,4,190,1
135,8000,61085,3,132,1
135,61085,8000,4,190,1
0,8000,49592,7,702,1
0,49592,8000,6,586,1
0,8000,49593,7,556,1
0,49593,8000,6,515,1
0,8000,49594,7,561,1
0,49594,8000,6,589,1
135,8000,49595,3,132,1
135,49595,8000,4,190,1
0,8000,50656,7,702,1
0,50656,8000,6,586,1
0,8000,50657,7,556,1
0,50657,8000,6,515,1
0,8000,51695,7,556,1
0,51695,8000,6,515,1
0,8000,51696,7,702,1
0,51696,8000,6,586,1
0,8000,51697,7,561,1
0,51697,8000,6,589,1
0,8000,55773,7,702,1
0,55773,8000,6,586,1
0,8000,55774,7,556,1
0,55774,8000,6,515,1
0,8000,55775,7,561,1
0,55775,8000,6,589,1
135,8000,55776,2,92,1
135,55776,8000,4,190,1
0,8000,56820,7,702,1
0,56820,8000,6,586,1
135,8000,56821,3,144,1
135,56821,8000,4,190,1
0,8000,56822,7,556,1
0,56822,8000,6,515,1
0,8000,56823,7,561,1
0,56823,8000,6,589,1
0,8000,57851,7,556,1
0,57851,8000,6,515,1
0,8000,57852,7,702,1
0,57852,8000,6,586,1
0,8000,57853,7,561,1
0,57853,8000,6,589,1
0,8000,58867,7,556,1
0,58867,8000,6,515,1
0,8000,58868,7,702,1
0,58868,8000,6,586,1
0,8000,58869,7,561,1
0,58869,8000,6,589,1
135,8000,58870,2,92,1
135,58870,8000,4,190,1
0,8000,59888,7,556,1
0,59888,8000,6,515,1
0,8000,59887,7,702,1
0,59887,8000,6,586,1
0,8000,59889,7,561,1
0,59889,8000,6,589,1
135,8000,59890,2,92,1
135,59890,8000,4,190,1
135,8000,59891,2,92,1
135,59891,8000,4,190,1
0,8000,61865,7,702,1
0,61865,8000,6,586,1
0,8000,61866,7,556,1
0,61866,8000,6,515,1
0,8000,61867,7,561,1
0,61867,8000,6,589,1
0,8000,63793,7,556,1
0,63793,8000,6,515,1
0,8000,63794,7,702,1
0,63794,8000,6,586,1
0,8000,63795,7,561,1
0,63795,8000,6,589,1
135,8000,63796,2,92,1
135,63796,8000,4,190,1
0,8000,64836,7,556,1
0,64836,8000,6,515,1
0,8000,64837,7,702,1
0,64837,8000,6,586,1
0,8000,64838,7,561,1
0,64838,8000,6,589,1
0,8000,49514,7,702,1
0,49514,8000,6,586,1
0,8000,49513,7,556,1
0,49513,8000,6,515,1
0,8000,49515,7,561,1
0,49515,8000,6,589,1
135,8000,49516,2,92,1
135,49516,8000,4,190,1
0,8000,50536,7,702,1
0,50536,8000,6,586,1
0,8000,50537,7,556,1
0,50537,8000,6,515,1
0,8000,50538,7,561,1
0,50538,8000,6,589,1
135,8000,50539,2,92,1
135,50539,8000,4,190,1
0,8000,51562,7,702,1
0,51562,8000,6,586,1
0,8000,51563,7,556,1
0,51563,8000,6,515,1
0,8000,51564,7,561,1
0,51564,8000,6,589,1
135,8000,51565,2,92,1
135,51565,8000,4,190,1
0,8000,52588,7,702,1
0,52588,8000,6,586,1
0,8000,52587,7,556,1
0,52587,8000,6,515,1
0,8000,52589,7,561,1
0,52589,8000,6,589,1
0,8000,53608,7,702,1
0,53608,8000,6,586,1
0,8000,53609,7,556,1
0,53609,8000,6,515,1
0,8000,53610,7,561,1
0,53610,8000,6,589,1
134,8000,53611,2,92,1
134,53611,8000,4,190,1
0,8000,54629,7,702,1
0,54629,8000,6,586,1
0,8000,54630,7,556,1
0,54630,8000,6,515,1
0,8000,54631,7,561,1
0,54631,8000,6,589,1
135,8000,54632,3,132,1
135,54632,8000,4,190,1
135,8000,54633,2,92,1
135,54633,8000,4,190,1
0,8000,55656,7,556,1
0,55656,8000,6,515,1
0,8000,55657,7,702,1
0,55657,8000,6,586,1
0,8000,55658,7,561,1
0,55658,8000,6,589,1
0,8000,56687,7,556,1
0,56687,8000,6,515,1
0,8000,56688,7,702,1
0,56688,8000,6,586,1
0,8000,56689,7,561,1
0,56689,8000,6,589,1
135,8000,56690,2,92,1
135,56690,8000,4,190,1
0,8000,57714,7,702,1
0,57714,8000,6,586,1
0,8000,57715,7,556,1
0,57715,8000,6,515,1
0,8000,57716,7,561,1
0,57716,8000,6,589,1
135,8000,57717,2,92,1
135,57717,8000,4,190,1
0,8000,58740,7,702,1
0,58740,8000,6,586,1
0,8000,58741,7,556,1
0,58741,8000,6,515,1
0,8000,58742,7,561,1
0,58742,8000,6,589,1
135,8000,58743,2,92,1
135,58743,8000,4,190,1
0,8000,59764,7,556,1
0,59764,8000,6,515,1
0,8000,59765,7,702,1
0,59765,8000,6,586,1
0,8000,59766,7,561,1
0,59766,8000,6,589,1
0,8000,60787,7,702,1
0,60787,8000,6,586,1
0,8000,60788,7,556,1
0,60788,8000,6,515,1
0,8000,60789,7,561,1
0,60789,8000,6,589,1
135,8000,60790,3,132,1
135,60790,8000,4,190,1
0,8000,61850,7,702,1
0,61850,8000,6,586,1
0,8000,61851,7,556,1
0,61851,8000,6,515,1
0,8000,61852,7,561,1
0,61852,8000,6,589,1
0,8000,63066,7,556,1
0,63066,8000,6,515,1
0,8000,63067,7,702,1
0,63067,8000,6,586,1
0,8000,63068,7,561,1
0,63068,8000,6,589,1
135,8000,63069,2,92,1
135,63069,8000,4,190,1
0,8000,64120,7,702,1
0,64120,8000,6,586,1
0,8000,64121,7,556,1
0,64121,8000,6,515,1
0,8000,64122,7,561,1
0,64122,8000,6,589,1
135,8000,64123,2,92,1
135,64123,8000,4,190,1
0,8000,65479,7,702,1
0,65479,8000,6,586,1
0,8000,65480,7,556,1
0,65480,8000,6,515,1
0,8000,65481,7,561,1
0,65481,8000,6,589,1
0,8000,52799,7,702,1
0,52799,8000,6,586,1
0,8000,52800,7,556,1
0,52800,8000,6,515,1
0,8000,52803,7,561,1
0,52803,8000,6,589,1
0,8000,56159,7,556,1
0,56159,8000,6,515,1
0,8000,56160,7,702,1
0,56160,8000,6,586,1
0,8000,56161,7,561,1
0,56161,8000,6,589,1
135,8000,56162,3,132,1
135,56162,8000,4,190,1
0,8000,57183,7,556,1
0,57183,8000,6,515,1
0,8000,57184,7,702,1
0,57184,8000,6,586,1
0,8000,57185,7,561,1
0,57185,8000,6,589,1
135,8000,57186,2,92,1
135,57186,8000,4,190,1
0,8000,58681,7,556,1
0,58681,8000,6,515,1
0,8000,58682,7,702,1
0,58682,8000,6,586,1
0,8000,58683,7,561,1
0,58683,8000,6,589,1
135,8000,58684,3,132,1
135,58684,8000,4,190,1
0,8000,59753,7,702,1
0,59753,8000,6,586,1
0,8000,59754,7,556,1
0,59754,8000,6,515,1
0,8000,59755,7,561,1
0,59755,8000,6,589,1
