B1,B2,B3,B4,A1,class
9.486,42305,22,17,2267,0
30.997,47200,80,1,46,0
30.997,80,47200,6,264,0
0.022,3397,44506,1,40,0
0.022,44506,3397,2,92,0
5.449,11063,22,5,322,0
5.449,22,11063,5,329,0
9.177,22,53549,20,3249,0
9.177,53549,22,15,2157,0
0,15293,23,1,46,0
0,23,15293,1,40,0
0.053,55380,22,2,92,0
0.053,22,55380,1,44,0
8.41,22,43592,19,3185,0
8.41,43592,22,17,2267,0
30.999,5319,80,1,46,0
30.999,80,5319,6,264,0
31.406,20303,22,2,106,0
31.406,22,20303,6,360,0
0,0,8,1,46,0
0,0,0,1,36,0
30.999,55418,80,1,46,0
30.999,80,55418,6,264,0
9.223,22,44697,20,3237,0
9.223,44697,22,17,2283,0
30.999,60085,80,1,46,0
30.999,80,60085,6,264,0
1.299,53880,25,3,144,0
1.299,25,53880,3,120,0
104.296,60738,22,6,367,0
104.296,22,60738,11,6690,0
9.547,22,41373,19,3185,0
9.547,41373,22,17,2267,0
8.837,35425,22,17,2267,0
8.837,22,35425,19,3185,0
8.429,11122,22,17,2267,0
8.429,22,11122,20,3237,0
23.761,22,63710,30,4133,0
23.761,63710,22,25,3037,0
9.307,56913,22,6,372,0
9.307,22,56913,10,1598,0
19.247,33302,22,24,2900,0
19.247,22,33302,26,3745,0
0.927,22,11559,5,1285,0
0.927,11559,22,6,340,0
20.696,22600,22,24,2899,0
20.696,22,22600,26,3745,0
10.125,50974,22,16,1823,0
10.125,22,50974,14,2637,0
22.645,22,34193,28,3905,0
22.645,34193,22,25,3022,0
9.024,22,42613,19,3185,0
9.024,42613,22,15,2163,0
8.958,50275,22,17,2283,0
8.958,22,50275,19,3185,0
5.719,57142,22,7,420,0
5.719,22,57142,8,1535,0
0,52804,23,1,46,0
0,23,52804,1,40,0
30.999,59025,80,1,46,0
30.999,80,59025,6,264,0
0,13443,5984,1,46,0
0,5984,13443,1,40,0
31,51842,80,1,46,0
31,80,51842,6,264,0
18.097,22,42713,26,3745,0
18.097,42713,22,26,2993,0
5.936,22,40265,26,4881,0
5.936,40265,22,17,3035,0
10.259,22,57972,19,3185,0
10.259,57972,22,15,2163,0
10.581,19953,22,15,2163,0
10.581,22,19953,19,3185,0
10.309,22,34735,19,3185,0
10.309,34735,22,15,2163,0
0.975,22,19820,5,1285,0
0.975,19820,22,6,340,0
21.094,36154,22,24,2883,0
21.094,22,36154,26,3745,0
0,7331,23,1,46,0
0,23,7331,1,40,0
30.997,12979,80,1,46,0
30.997,80,12979,6,264,0
11.914,48403,22,17,2267,0
11.914,22,48403,22,3341,0
9.777,14953,22,17,2267,0
9.777,22,14953,19,3197,0
30.999,30743,80,1,46,0
30.999,80,30743,6,264,0
0.244,57392,22,2,92,0
0.244,22,57392,1,44,0
9.202,60272,22,15,2163,0
9.202,22,60272,19,3185,0
0,50291,23,1,46,0
0,23,50291,1,40,0
0,47461,443,1,46,0
0,443,47461,1,40,0
0,55965,443,1,46,0
0,443,55965,1,40,0
22.099,43442,22,25,3025,0
22.099,22,43442,29,4049,0
20.07,39100,22,24,2932,0
20.07,22,39100,27,3865,0
10.073,22,34117,19,3185,0
10.073,34117,22,17,2267,0
120.915,14322,22,6,347,0
120.915,22,14322,10,6425,0
0.973,22,20510,5,1285,0
0.973,20510,22,6,340,0
7.888,33233,22,6,361,0
7.888,22,33233,6,385,0
0,47248,1900,1,118,0
0,0,3.3,1,146,0
18.132,10192,22,24,2916,0
18.132,22,10192,26,3745,0
0,0,8,1,46,0
0,0,0,1,32,0
30.996,57518,80,1,46,0
30.996,80,57518,6,264,0
0,46138,3383,1,46,0
0,3383,46138,1,40,0
7.847,31650,22,16,2231,0
7.847,22,31650,19,3185,0
2.648,35454,22,12,1827,0
2.648,22,35454,14,2721,0
43.077,23,25191,3,120,0
43.077,25191,23,3,138,0
9.717,22,49920,20,3249,0
9.717,49920,22,17,2261,0
10.188,22,52339,19,3185,0
10.188,52339,22,17,2267,0
11.184,22,60180,19,3185,0
11.184,60180,22,17,2267,0
0.075,8000,1179,7,561,1
0.075,1179,8000,6,589,1
0.082,8000,1236,7,561,1
0.082,1236,8000,6,589,1
0.077,8000,52481,7,561,1
0.077,52481,8000,6,589,1
0.072,8000,53513,7,561,1
0.072,53513,8000,6,589,1
0.423,17510,22,2,92,0
0.423,22,17510,1,44,0
15.09,4121,22,2,92,0
15.09,22,4121,5,220,0
0.074,8000,1180,7,1727,1
0.074,1180,8000,6,579,1
0.081,8000,1237,7,1727,1
0.081,1237,8000,6,579,1
0.065,8000,52482,7,1727,1
0.065,52482,8000,6,579,1
0.082,8000,53514,7,1727,1
0.082,53514,8000,6,579,1
10.536,22,49334,20,3237,0
10.536,49334,22,17,2267,0
36.857,54584,22,4,218,0
36.857,22,54584,10,798,0
20.741,2018,22,21,3211,0
20.741,22,2018,20,3065,0
6.303,29067,22,8,427,0
6.303,22,29067,9,4445,0
30.997,40095,80,1,46,0
30.997,80,40095,6,264,0
0,7547,33135,1,40,0
0,33135,7547,1,46,0
0.982,22,52892,5,1285,0
0.982,52892,22,6,340,0
20.96,22840,22,24,2918,0
20.96,22,22840,26,3745,0
8.415,22,36801,19,3185,0
8.415,36801,22,17,2267,0
121.542,56993,22,5,931,0
121.542,22,56993,14,8593,0
8.703,22,50000,20,3249,0
8.703,50000,22,17,2267,0
30.997,18256,80,1,46,0
30.997,80,18256,6,264,0
10.854,58664,22,17,2279,0
10.854,22,58664,19,3265,0
22.464,22,45231,26,3745,0
22.464,45231,22,26,2987,0
21.526,22,36150,27,3809,0
21.526,36150,22,25,3054,0
8.472,22,41713,20,3249,0
8.472,41713,22,15,2157,0
18.807,22,34598,26,3745,0
18.807,34598,22,24,2966,0
19.119,35458,22,26,3036,0
19.119,22,35458,26,3745,0
9.384,22,37590,19,3185,0
9.384,37590,22,15,2163,0
30.996,38453,80,1,46,0
30.996,80,38453,6,264,0
0,5542,23,1,46,0
0,23,5542,1,40,0
0,28605,23,1,46,0
0,23,28605,1,40,0
30.998,53311,80,1,46,0
30.998,80,53311,6,264,0
30.996,17858,80,1,46,0
30.996,80,17858,6,264,0
120.954,35874,22,6,329,0
120.954,22,35874,14,8698,0
11.495,22,46485,19,3185,0
11.495,46485,22,17,2267,0
0,60074,5358,1,46,0
0,5358,60074,1,40,0
6.406,36934,22,6,329,0
6.406,22,36934,8,4393,0
9.647,22,39468,19,3185,0
9.647,39468,22,17,2267,0
30.998,3222,80,1,46,0
30.998,80,3222,6,264,0
30.999,20,80,1,46,0
30.999,80,20,6,264,0
9.458,22,38215,19,3185,0
9.458,38215,22,17,2267,0
0,23,38997,1,40,0
0,38997,23,1,46,0
0,58914,161,1,87,0
0,0,3.3,1,115,0
10.079,22,52103,19,3185,0
10.079,52103,22,17,2267,0
8.764,45441,22,12,1808,0
8.764,22,45441,14,2278,0
15.316,22,61758,12,3537,0
15.316,61758,22,12,1715,0
18.394,4534,22,15,2871,0
18.394,22,4534,21,3309,0
0.001,24798,5358,1,46,0
0.001,5358,24798,1,40,0
9.175,22,44572,19,3185,0
9.175,44572,22,17,2267,0
0,31038,5358,1,46,0
0,5358,31038,1,40,0
30.996,24803,80,1,46,0
30.996,80,24803,6,264,0
9.582,22,37702,19,3185,0
9.582,37702,22,17,2267,0
0,33943,465,1,46,0
0,465,33943,1,40,0
0.941,22,29464,5,1285,0
0.941,29464,22,6,340,0
6.48,14107,22,6,407,0
6.48,22,14107,7,1479,0
5.74,52027,22,7,441,0
5.74,22,52027,8,1564,0
30.996,60078,80,1,46,0
30.996,80,60078,6,264,0
100.045,51752,80,5,341,0
100.045,80,51752,5,779,0
0,8085,7685,1,46,0
0,7685,8085,1,40,0
8587.822,200,80,7,322,0
8587.822,80,200,37,1628,0
31.001,19178,80,1,46,0
31.001,80,19178,6,264,0
0,8438,23,1,46,0
0,23,8438,1,40,0
8.389,45403,22,17,2267,0
8.389,22,45403,19,3185,0
2.619,45006,22,12,1345,0
2.619,22,45006,14,2153,0
0,45867,23,1,46,0
0,23,45867,1,40,0
0,28436,23,1,46,0
0,23,28436,1,40,0
7.432,22,61185,22,5677,0
7.432,61185,22,17,2814,0
0,63506,445,1,48,0
0,445,63506,1,40,0
0.001,43764,23,1,46,0
0.001,23,43764,1,40,0
30.996,34012,80,1,46,0
30.996,80,34012,6,264,0
11.696,22,60493,20,3289,0
11.696,60493,22,17,2279,0
8.948,52928,22,17,2267,0
8.948,22,52928,19,3185,0
19.227,20486,22,26,3167,0
19.227,22,20486,30,4061,0
9.577,22,45544,19,3185,0
9.577,45544,22,18,2319,0
2.937,50466,22,12,1811,0
2.937,22,50466,14,2721,0
0.001,48311,27017,1,46,0
0.001,27017,48311,1,40,0
0,44242,1900,1,122,0
0,0,3.3,1,150,0
0,35697,445,1,48,0
0,445,35697,1,40,0
0.125,23,64683,2,80,0
0.125,64683,23,2,92,0
0.929,22,53582,5,1285,0
0.929,53582,22,6,340,0
0,60347,7547,1,46,0
0,7547,60347,1,40,0
123.231,16490,22,4,210,0
123.231,22,16490,5,309,0
9.279,22,45665,19,3185,0
9.279,45665,22,17,2267,0
10.506,22,60101,19,3197,0
10.506,60101,22,17,2267,0
13.957,34824,22,18,2423,0
13.957,22,34824,18,3393,0
0,48131,3390,1,46,0
0,3390,48131,1,40,0
0.001,48130,3390,1,46,0
0.001,3390,48130,1,40,0
9.512,22,46964,19,3185,0
9.512,46964,22,17,2267,0
18.971,22,54293,26,3745,0
18.971,54293,22,24,2889,0
0.075,8000,49780,7,556,1
0.075,49780,8000,6,515,1
0.085,8000,50806,7,702,1
0.085,50806,8000,6,586,1
0.06,8000,50807,7,556,1
0.06,50807,8000,6,515,1
0.061,8000,51834,7,556,1
0.061,51834,8000,6,515,1
0.092,8000,51835,7,702,1
0.092,51835,8000,6,586,1
0.047,8000,52858,7,556,1
0.047,52858,8000,6,515,1
0.072,8000,52859,7,702,1
0.072,52859,8000,6,586,1
0,11667,23,1,46,0
0,23,11667,1,40,0
12.491,64420,22,7,381,0
12.491,22,64420,10,5497,0
6.736,40440,22,8,501,0
6.736,22,40440,10,1684,0
30.997,2427,80,1,46,0
30.997,80,2427,6,264,0
0,445,1506,1,40,0
0,1506,445,1,48,0
0,1317,1434,1,404,0
0,0,3.3,1,432,0
121.937,29882,22,5,274,0
121.937,22,29882,8,620,0
30.997,59771,80,1,46,0
30.997,80,59771,6,264,0
0,33213,445,1,48,0
0,445,33213,1,40,0
20.369,22,4363,26,3745,0
20.369,4363,22,24,2883,0
120.894,11896,22,6,335,0
120.894,22,11896,7,2389,0
9.263,39840,22,17,2283,0
9.263,22,39840,19,3185,0
123.834,63123,22,7,389,0
123.834,22,63123,16,8785,0
10.189,43484,22,17,2267,0
10.189,22,43484,19,3185,0
100.016,51547,80,6,387,0
100.016,80,51547,6,819,0
9.421,22,49516,19,3185,0
9.421,49516,22,15,2163,0
18.165,1308,22,26,3020,0
18.165,22,1308,26,3745,0
0,24892,7547,1,46,0
0,7547,24892,1,40,0
81.988,53240,23,2,92,0
81.988,23,53240,2,80,0
1.21,54957,8080,3,152,0
1.21,8080,54957,3,120,0
0,54293,23,1,46,0
0,23,54293,1,40,0
9.411,22,50914,20,3237,0
9.411,50914,22,15,2163,0
9.397,58208,22,15,2163,0
9.397,22,58208,19,3185,0
30.999,26829,80,1,46,0
30.999,80,26829,6,264,0
0,5358,11319,1,40,0
0,11319,5358,1,46,0
10.05,22,46731,19,3185,0
10.05,46731,22,15,2163,0
20.752,22,6955,26,3745,0
20.752,6955,22,26,3009,0
14.315,22,1610,20,3065,0
14.315,1610,22,17,3027,0
19.82,22,50838,26,3745,0
19.82,50838,22,24,2921,0
0.136,8000,49199,9,6867,1
0.136,49199,8000,7,443,1
0.092,8000,49200,7,561,1
0.092,49200,8000,6,589,1
0.062,8000,49201,7,556,1
0.062,49201,8000,6,515,1
0.099,8000,49202,7,702,1
0.099,49202,8000,6,586,1
0.107,8000,49203,7,617,1
0.107,49203,8000,7,637,1
0.112,8000,49206,7,1727,1
0.112,49206,8000,5,533,1
0.091,8000,50249,7,561,1
0.091,50249,8000,6,589,1
0.091,8000,50250,7,702,1
0.091,50250,8000,5,540,1
0.069,8000,50251,7,556,1
0.069,50251,8000,6,515,1
0.087,8000,58251,7,561,1
0.087,58251,8000,6,589,1
0.087,8000,58252,7,702,1
0.087,58252,8000,6,586,1
0.057,8000,58253,7,556,1
0.057,58253,8000,6,515,1
0.148,8000,60548,7,556,1
0.148,60548,8000,6,515,1
0.081,8000,60549,7,561,1
0.081,60549,8000,6,589,1
0.086,8000,60550,7,702,1
0.086,60550,8000,6,586,1
0.074,8000,61671,7,561,1
0.074,61671,8000,6,589,1
0.087,8000,61672,7,702,1
0.087,61672,8000,6,586,1
0.065,8000,61673,7,556,1
0.065,61673,8000,6,515,1
0.084,8000,62723,7,702,1
0.084,62723,8000,6,586,1
0.081,8000,62724,7,561,1
0.081,62724,8000,6,589,1
0.07,8000,62725,7,556,1
0.07,62725,8000,6,515,1
0.091,8000,63769,7,702,1
0.091,63769,8000,6,586,1
0.084,8000,63770,7,561,1
0.084,63770,8000,6,589,1
0.06,8000,63771,7,556,1
0.06,63771,8000,6,515,1
0.081,8000,64828,7,702,1
0.081,64828,8000,6,586,1
0.074,8000,64827,7,561,1
0.074,64827,8000,6,589,1
0.063,8000,64829,7,556,1
0.063,64829,8000,6,515,1
0.079,8000,49880,7,561,1
0.079,49880,8000,6,589,1
0.062,8000,49881,7,556,1
0.062,49881,8000,6,515,1
0.079,8000,49882,7,702,1
0.079,49882,8000,6,586,1
0.074,8000,54061,7,561,1
0.074,54061,8000,6,589,1
0.081,8000,54062,7,702,1
0.081,54062,8000,6,586,1
0.074,8000,54063,7,556,1
0.074,54063,8000,6,515,1
0.082,8000,55087,7,561,1
0.082,55087,8000,6,589,1
0.083,8000,55088,7,702,1
0.083,55088,8000,6,586,1
0.061,8000,55089,7,556,1
0.061,55089,8000,6,515,1
0.083,8000,56115,7,702,1
0.083,56115,8000,6,586,1
0.074,8000,56116,7,561,1
0.074,56116,8000,6,589,1
0.051,8000,56117,7,556,1
0.051,56117,8000,6,515,1
0.075,8000,57141,7,702,1
0.075,57141,8000,6,586,1
0.056,8000,57142,7,556,1
0.056,57142,8000,6,515,1
0.067,8000,57143,7,561,1
0.067,57143,8000,6,589,1
0.084,8000,58167,7,561,1
0.084,58167,8000,6,589,1
0.081,8000,58168,7,702,1
0.081,58168,8000,6,586,1
0.061,8000,58169,7,556,1
0.061,58169,8000,6,515,1
0.084,8000,59193,7,561,1
0.084,59193,8000,6,589,1
0.056,8000,59195,7,556,1
0.056,59195,8000,6,515,1
0.088,8000,59194,7,702,1
0.088,59194,8000,6,586,1
0.091,8000,60219,7,561,1
0.091,60219,8000,6,589,1
0.076,8000,60220,7,702,1
0.076,60220,8000,6,586,1
0.059,8000,60221,7,556,1
0.059,60221,8000,6,515,1
0.065,8000,61266,7,556,1
0.065,61266,8000,6,515,1
0.083,8000,61268,7,702,1
0.083,61268,8000,6,586,1
0.076,8000,61267,7,561,1
0.076,61267,8000,6,589,1
0.079,8000,62297,7,702,1
0.079,62297,8000,6,586,1
0.063,8000,62296,7,556,1
0.063,62296,8000,6,515,1
0.079,8000,62298,7,561,1
0.079,62298,8000,6,589,1
0.091,8000,63322,7,561,1
0.091,63322,8000,6,589,1
0.087,8000,63323,7,702,1
0.087,63323,8000,6,586,1
0.064,8000,63324,7,556,1
0.064,63324,8000,6,515,1
0.078,8000,64353,7,561,1
0.078,64353,8000,6,589,1
0.086,8000,64354,7,702,1
0.086,64354,8000,6,586,1
0.06,8000,64355,7,556,1
0.06,64355,8000,6,515,1
0.073,8000,65383,7,561,1
0.073,65383,8000,6,589,1
0.085,8000,65384,7,702,1
0.085,65384,8000,6,586,1
0.063,8000,65385,7,556,1
0.063,65385,8000,6,515,1
0.074,8000,50068,7,561,1
0.074,50068,8000,6,589,1
0.082,8000,50069,7,702,1
0.082,50069,8000,6,586,1
0.063,8000,50070,7,556,1
0.063,50070,8000,6,515,1
0.085,8000,51098,7,561,1
0.085,51098,8000,6,589,1
0.066,8000,51099,7,556,1
0.066,51099,8000,6,515,1
0.086,8000,51100,7,702,1
0.086,51100,8000,6,586,1
0.096,8000,52124,7,561,1
0.096,52124,8000,6,589,1
0.1,8000,52125,7,702,1
0.1,52125,8000,6,586,1
0.076,8000,52126,7,556,1
0.076,52126,8000,6,515,1
0,59231,23,1,46,0
0,23,59231,1,40,0
0.085,8000,49207,7,566,1
0.085,49207,8000,6,586,1
0.079,8000,49208,7,593,1
0.079,49208,8000,6,580,1
0.065,8000,49209,7,1727,1
0.065,49209,8000,6,579,1
30.997,52911,80,1,46,0
30.997,80,52911,6,264,0
85659.068,8082,49212,6419,15900000,1
85659.068,49212,8082,7266,553080,1
0.07,8000,49216,7,1727,1
0.07,49216,8000,6,579,1
0.051,8000,49215,7,593,1
0.051,49215,8000,6,580,1
5.176,51838,22,12,1623,0
5.176,22,51838,13,2585,0
0,29062,5358,1,46,0
0,5358,29062,1,40,0
30.999,19502,80,1,46,0
30.999,80,19502,6,264,0
0,4746,5358,1,46,0
0,5358,4746,1,40,0
5.961,42634,22,8,466,0
5.961,22,42634,8,2429,0
19.981,22,38774,27,4645,0
19.981,38774,22,24,2883,0
6.642,53418,22,6,329,0
6.642,22,53418,7,2430,0
0.001,23,7701,1,40,0
0.001,7701,23,1,46,0
10.469,22,36360,19,3185,0
10.469,36360,22,17,2267,0
9.791,57075,22,17,2267,0
9.791,22,57075,19,3185,0
20.056,22,46268,26,3745,0
20.056,46268,22,24,2883,0
0.072,8000,62726,7,1727,1
0.072,62726,8000,6,579,1
0.075,8000,56118,7,1726,1
0.075,56118,8000,6,579,1
0.072,8000,62299,7,1726,1
0.072,62299,8000,6,579,1
10.398,22,44029,19,3185,0
10.398,44029,22,15,2163,0
0.08,8000,58254,7,1726,1
0.08,58254,8000,6,579,1
0.053,8000,58255,7,639,1
0.053,58255,8000,6,614,1
0.049,8000,62727,7,639,1
0.049,62727,8000,6,614,1
0.071,8000,63772,7,1726,1
0.071,63772,8000,6,579,1
0.06,8000,63773,7,639,1
0.06,63773,8000,6,614,1
0.073,8000,49883,7,1725,1
0.073,49883,8000,6,579,1
0.054,8000,49884,7,639,1
0.054,49884,8000,6,614,1
0.074,8000,54064,7,1727,1
0.074,54064,8000,6,579,1
0.069,8000,54065,7,639,1
0.069,54065,8000,6,614,1
0.051,8000,56119,7,639,1
0.051,56119,8000,5,568,1
0.075,8000,58170,7,1726,1
0.075,58170,8000,6,579,1
0.049,8000,58171,7,639,1
0.049,58171,8000,6,614,1
0.065,8000,59196,7,1726,1
0.065,59196,8000,6,579,1
0.05,8000,59197,7,639,1
0.05,59197,8000,6,614,1
0.076,8000,60222,7,1726,1
0.076,60222,8000,6,579,1
0.057,8000,60223,7,639,1
0.057,60223,8000,6,614,1
0.082,8000,61269,7,1726,1
0.082,61269,8000,6,579,1
0.062,8000,61270,7,639,1
0.062,61270,8000,6,614,1
0.05,8000,62300,7,639,1
0.05,62300,8000,6,614,1
0.078,8000,63325,7,1726,1
0.078,63325,8000,6,579,1
0.051,8000,63326,7,639,1
0.051,63326,8000,6,614,1
0.077,8000,65386,7,1727,1
0.077,65386,8000,6,579,1
0.06,8000,65387,7,639,1
0.06,65387,8000,6,614,1
0.063,8000,52127,7,1727,1
0.063,52127,8000,6,579,1
0.047,8000,52128,7,639,1
0.047,52128,8000,6,614,1
30.999,35944,80,1,46,0
30.999,80,35944,6,264,0
0.077,8000,50252,7,1727,1
0.077,50252,8000,6,579,1
0.277,8000,50253,8,679,1
0.277,50253,8000,6,614,1
0.072,8000,55090,7,1725,1
0.072,55090,8000,6,579,1
0.064,8000,55091,7,639,1
0.064,55091,8000,6,614,1
0.075,8000,57144,7,1726,1
0.075,57144,8000,6,579,1
0.07,8000,57145,7,639,1
0.07,57145,8000,6,614,1
0.067,8000,64356,7,1727,1
0.067,64356,8000,6,579,1
0.062,8000,64357,7,639,1
0.062,64357,8000,5,568,1
0.078,8000,51101,7,1727,1
0.078,51101,8000,6,579,1
0.078,8000,60551,7,1727,1
0.078,60551,8000,6,579,1
0.067,8000,50071,7,1727,1
0.067,50071,8000,6,579,1
0.05,8000,50072,7,639,1
0.05,50072,8000,6,614,1
0.059,8000,51102,7,639,1
0.059,51102,8000,6,614,1
17.864,63476,22,26,3020,0
17.864,22,63476,26,3745,0
0.07,8000,60553,7,639,1
0.07,60553,8000,6,614,1
135.092,8000,60552,2,92,1
135.092,60552,8000,4,190,1
0.063,8000,61676,7,1725,1
0.063,61676,8000,6,579,1
0.057,8000,61677,7,639,1
0.057,61677,8000,6,614,1
5.618,26330,22,6,353,0
5.618,22,26330,7,2447,0
30.997,40380,22,1,60,0
30.997,22,40380,6,360,0
0,31455,7547,1,46,0
0,7547,31455,1,40,0
0,30011,23,1,46,0
0,23,30011,1,40,0
8.786,47559,22,9,1425,0
8.786,22,47559,11,2514,0
19.323,1185,22,24,2899,0
19.323,22,1185,26,3745,0
9.966,22,40986,19,3185,0
9.966,40986,22,15,2163,0
0,23,48964,1,40,0
0,48964,23,1,46,0
0,30378,7547,1,46,0
0,7547,30378,1,40,0
9.151,22,47022,20,3249,0
9.151,47022,22,15,2157,0
22.539,44344,22,27,3056,0
22.539,22,44344,26,3745,0
30.997,4530,80,1,46,0
30.997,80,4530,6,264,0
8.892,62650,22,15,2163,0
8.892,22,62650,20,3249,0
0.079,8000,64830,7,1728,1
0.079,64830,8000,6,579,1
0.067,8000,64831,7,639,1
0.067,64831,8000,6,614,1
9.373,22,58778,19,3185,0
9.373,58778,22,17,2267,0
9.742,22,52792,19,3185,0
9.742,52792,22,17,2267,0
8.554,45842,22,11,1824,0
8.554,22,45842,13,2277,0
120.947,26823,22,6,329,0
120.947,22,26823,13,8617,0
0,47773,7547,1,46,0
0,7547,47773,1,40,0
10.854,22,53494,20,3237,0
10.854,53494,22,15,2163,0
19.414,22,4159,26,3745,0
19.414,4159,22,26,3022,0
0,4854,23,1,46,0
0,23,4854,1,40,0
9.671,22,58350,19,3185,0
9.671,58350,22,17,2267,0
22.877,46760,22,26,3663,0
22.877,22,46760,29,4802,0
26.685,57228,22,21,2736,0
26.685,22,57228,26,3877,0
17.1,39741,22,16,2227,0
17.1,22,39741,25,3762,0
97.635,61508,22,7,443,0
97.635,22,61508,14,5894,0
0,5099,5060,1,435,0
0,0,3.3,1,463,0
9.908,22,43432,19,3185,0
9.908,43432,22,17,2267,0
30.997,63352,80,1,46,0
30.997,80,63352,6,264,0
0,45747,8140,1,46,0
0,8140,45747,1,40,0
11.71,22,56679,18,3145,0
11.71,56679,22,16,2231,0
19.058,45822,22,27,3172,0
19.058,22,45822,27,3809,0
0,25248,5358,1,46,0
0,5358,25248,1,40,0
5.929,16799,22,5,277,0
5.929,22,16799,6,2354,0
0,27616,5358,1,46,0
0,5358,27616,1,40,0
121.919,53469,22,5,277,0
121.919,22,53469,12,6742,0
2.664,36313,22,13,1632,0
2.664,22,36313,13,2585,0
10.316,22,41377,19,3185,0
10.316,41377,22,18,2335,0
8.945,22,47952,19,3185,0
8.945,47952,22,17,2267,0
0.924,22,62535,5,1285,0
0.924,62535,22,6,340,0
0,5089,5060,1,438,0
0,0,3.3,1,466,0
17.436,14985,22,3,166,0
17.436,22,14985,6,360,0
11.231,44490,22,15,2163,0
11.231,22,44490,19,4045,0
9.5,38936,22,15,2163,0
9.5,22,38936,19,3185,0
9.602,38273,22,15,2163,0
9.602,22,38273,19,3185,0
17.685,22,56645,26,3745,0
17.685,56645,22,24,2918,0
19.577,49566,22,24,2900,0
19.577,22,49566,26,3745,0
72.348,30667,22,3,203,0
72.348,22,30667,9,5528,0
8.84,22,32799,19,3185,0
8.84,32799,22,17,2267,0
19.978,22,62214,26,3745,0
19.978,62214,22,24,2899,0
22.2,22,36319,27,3865,0
22.2,36319,22,24,2921,0
10.29,49519,22,17,2261,0
10.29,22,49519,20,3237,0
11.031,25574,22,15,2163,0
11.031,22,25574,20,3305,0
9.94,22,44125,19,3185,0
9.94,44125,22,15,2163,0
19.003,2156,22,24,2916,0
19.003,22,2156,26,3745,0
9.133,49155,22,15,2163,0
9.133,22,49155,19,3185,0
30.997,25733,80,1,46,0
30.997,80,25733,6,264,0
20.118,42624,22,24,2916,0
20.118,22,42624,26,3745,0
93.794,22,24982,36,6957,0
93.794,24982,22,26,3718,0
0,44112,23,1,46,0
0,23,44112,1,40,0
21.62,22,11258,27,4773,0
21.62,11258,22,24,2905,0
121.877,14471,22,6,337,0
121.877,22,14471,13,6681,0
0,23,44574,1,40,0
0,44574,23,1,46,0
30.999,47903,80,1,46,0
30.999,80,47903,6,264,0
30.999,65136,80,1,46,0
30.999,80,65136,6,264,0
0,58270,9999,1,46,0
0,9999,58270,1,40,0
0.309,37781,8000,2,92,0
0.309,8000,37781,1,44,0
17.021,63833,22,18,2755,0
17.021,22,63833,31,6770,0
10.502,22,35544,19,3185,0
10.502,35544,22,15,2179,0
21.126,43042,22,26,3004,0
21.126,22,43042,26,3745,0
38.446,22,54464,14,2625,0
38.446,54464,22,14,1678,0
8.079,36550,22,5,277,0
8.079,22,36550,6,393,0
13.251,37396,22,17,2261,0
13.251,22,37396,22,3477,0
121.788,55445,22,6,337,0
121.788,22,55445,12,5766,0
0.599,36066,8000,7,482,0
0.599,8000,36066,6,607,0
11.549,19066,22,18,2387,0
11.549,22,19066,21,3369,0
8.778,39634,22,4,218,0
8.778,22,39634,7,552,0
10.157,54693,22,16,2299,0
10.157,22,54693,21,3353,0
0,5944,23,1,46,0
0,23,5944,1,40,0
9.452,57701,22,17,2267,0
9.452,22,57701,19,3185,0
5.545,56926,22,7,420,0
5.545,22,56926,8,1535,0
13.679,33672,22,5,301,0
13.679,22,33672,8,4492,0
21.839,22,33265,31,4210,0
21.839,33265,22,26,3095,0
6.466,33396,22,6,359,0
6.466,22,33396,6,2362,0
15.657,1990,22,15,2871,0
15.657,22,1990,20,3065,0
15.545,59924,22,16,2875,0
15.545,22,59924,24,4440,0
0.964,22,38415,5,1285,0
0.964,38415,22,6,340,0
19.612,40700,22,24,2900,0
19.612,22,40700,26,3745,0
0,36064,8945,1,46,0
0,8945,36064,1,40,0
18.093,35396,22,26,3004,0
18.093,22,35396,26,3745,0
0,24792,7547,1,46,0
0,7547,24792,1,40,0
0,23,28794,1,40,0
0,28794,23,1,46,0
10.07,22,47977,19,3185,0
10.07,47977,22,15,2163,0
0,43529,23,1,46,0
0,23,43529,1,40,0
0,33753,23,1,46,0
0,23,33753,1,40,0
3.016,51231,22,2,94,0
3.016,22,51231,3,144,0
0,27875,7547,1,46,0
0,7547,27875,1,40,0
8.667,22,53776,19,3185,0
8.667,53776,22,17,2267,0
17.441,2116,22,17,2963,0
17.441,22,2116,20,3065,0
18.539,54315,22,27,3091,0
18.539,22,54315,27,3785,0
30.997,25529,80,1,46,0
30.997,80,25529,6,264,0
9.146,45136,22,17,2267,0
9.146,22,45136,19,3185,0
10.913,24095,22,16,2223,0
10.913,22,24095,21,3305,0
86303.297,8082,48380,10178,25200000,1
86303.297,48380,8082,14552,2600000,1
2.815,50732,22,12,1586,0
2.815,22,50732,12,2545,0
19.838,59346,22,25,3019,0
19.838,22,59346,27,3809,0
30.996,64302,22,1,46,0
30.996,22,64302,6,264,0
33.395,19683,22,3,182,0
33.395,22,19683,7,559,0
0,6990,23,1,46,0
0,23,6990,1,40,0
0,23,29259,1,40,0
0,29259,23,1,46,0
9.386,22,52991,19,3185,0
9.386,52991,22,20,2423,0
0,34845,1900,1,118,0
0,0,3.3,1,146,0
123.217,43823,22,5,262,0
123.217,22,43823,8,547,0
9.37,22,43838,19,3185,0
